JASID,自治体コード,遺跡番号,種類,所在地（代表地番）,時代,名称・備考,旧市番号,地図,経度,緯度
14137001200,14137,麻生区No.12,散布地,川崎市麻生区細山3-8ほか,縄文　奈良　平安,香林寺北遺跡,細山-10,74,139.5122518,35.61610026
14137001300,14137,麻生区No.13,その他の墓,川崎市麻生区千代ヶ丘6-8-3,平安,,細山-20,74,139.5107584,35.61610026
14137001400,14137,麻生区No.14,散布地,川崎市麻生区千代ヶ丘6-6ほか,縄文,,細山-14,74,139.5100374,35.61644913
14137001500,14137,麻生区No.15,その他の墓 集落跡,川崎市麻生区千代ヶ丘6-3-22,平安,坂東谷遺跡,細山-21,74,139.5102091,35.61530482
14137001600,14137,麻生区No.16,散布地,川崎市麻生区高石3-25ほか,縄文　弥生　古墳　奈良　平安,弦巻遺跡・稲荷森遺跡,細山-5,74,139.5191183,35.61470475
14137001700,14137,麻生区No.17,その他の墓,川崎市麻生区高石1-26ほか,中世,高石経塚,細山-6,74,139.5160799,35.61217881
14137001800,14137,麻生区No.18,散布地,川崎市麻生区高石2-6,縄文　弥生,,細山-11,74,139.5120115,35.61233232
14137001900,14137,麻生区No.19,集落跡,川崎市麻生区高石2-2ほか,縄文　奈良　平安,,細山-12,74,139.5113983,35.61058686
14137002000,14137,麻生区No.20,散布地,川崎市麻生区高石5-15ほか,縄文　奈良　平安,,長沢-7,75,139.5216751,35.60452277
14137002100,14137,麻生区No.21,散布地,川崎市麻生区東百合丘2-20,縄文,,長沢-13,69,139.5255762,35.59838531
14137002200,14137,麻生区No.22,その他の墓,川崎市麻生区東百合丘2-5,平安,生田ナベコロガシ遺跡,長沢-19,69,139.5272241,35.60017192
14137002300,14137,麻生区No.23,散布地,川崎市麻生区王禅寺東1-30,縄文,,稗原-9,75,139.5218992,35.59367315
14137002400,14137,麻生区No.24,散布地,川崎市麻生区王禅寺東2-42,縄文　奈良　平安,日吉谷遺跡,王禅寺-6,76,139.5194058,35.59050441
14137002500,14137,麻生区No.25,その他の墓,川崎市麻生区千代ヶ丘7-12,中世,細山経塚遺跡,細山-18,74,139.506531,35.615566
14137002600,14137,麻生区No.26,その他の墓,川崎市麻生区千代ヶ丘5-8-2,平安,,細山-19,74,139.5080933,35.61428081
14137002700,14137,麻生区No.27,散布地,川崎市麻生区千代ヶ丘3-17ほか,奈良　平安,,細山-15,74,139.5078738,35.61321125
14137002800,14137,麻生区No.28,散布地,川崎市麻生区金程4-19ほか,縄文,,細山-16,74,139.503677,35.614174
14137002900,14137,麻生区No.29,集落跡,川崎市麻生区向原2-2ほか,縄文,細山向原遺跡,後原-1,79,139.4958232,35.61384622
14137003000,14137,麻生区No.30,集落跡,川崎市麻生区金程2-10ほか,縄文,金程向原遺跡第３地点,細山-17,79,139.4990504,35.61158542
14137003100,14137,麻生区No.31,散布地,川崎市麻生区金程1-38,縄文,,百合丘-7,74,139.5024279,35.61053524
14137003200,14137,麻生区No.32,散布地,川崎市麻生区万福寺215ほか,奈良　平安,,百合丘-4,75,139.5036008,35.60676765
14137003300,14137,麻生区No.33,散布地,川崎市麻生区万福寺379ほか,縄文　弥生,,百合丘-3,74,139.506931,35.60830287
14137003400,14137,麻生区No.34,散布地,川崎市麻生区万福寺395ほか,弥生　古墳,,百合丘-2,74,139.5088879,35.60835869
14137003500,14137,麻生区No.35,散布地,川崎市麻生区万福寺550ほか,縄文　弥生　古墳　奈良　平安,,百合丘-1,74,139.5109276,35.60824351
14137003600,14137,麻生区No.36,散布地,川崎市麻生区古沢246ほか,縄文　奈良　平安,,百合丘-5,80,139.4991988,35.60433912
14137003700,14137,麻生区No.37,その他の遺跡,川崎市麻生区五力田247ほか,近世,,五力田-6,80,139.4906487,35.60461305
14137003800,14137,麻生区No.38,散布地,川崎市麻生区五力田249ほか,縄文　弥生　古墳　奈良　平安,,五力田-7,80,139.4909762,35.60442287
14137003900,14137,麻生区No.39,散布地,川崎市麻生区古沢578ほか,縄文,,五力田-1,80,139.4945125,35.60514863
14137004000,14137,麻生区No.40,散布地,川崎市麻生区古沢564ほか,縄文　奈良　平安,,五力田-2,80,139.4959544,35.60470201
14137004100,14137,麻生区No.41,散布地,川崎市麻生区古沢228ほか,縄文,,五力田-3,80,139.4974822,35.6036971
14137004200,14137,麻生区No.42,散布地,川崎市麻生区古沢287ほか,奈良　平安,古沢都古遺跡,百合丘-6,80,139.4992846,35.60298528
14137004300,14137,麻生区No.43,集落跡,川崎市麻生区五力田2-11ほか,縄文,五力田西遺跡,五力田-13,80,139.4908478,35.60047484
14137004400,14137,麻生区No.44,集落跡,川崎市麻生区五力田2-3ほか,縄文　弥生,五力田東遺跡,五力田-8,80,139.4933967,35.59960795
14137004500,14137,麻生区No.45,散布地,川崎市麻生区五力田3-16ほか,縄文　弥生　古墳　奈良　平安,,五力田-5,80,139.4958,35.60069666
14137004600,14137,麻生区No.46,散布地,川崎市麻生区五力田3-4ほか,縄文　弥生　古墳　奈良　平安,,五力田-4,80,139.4979457,35.60020814
14137004700,14137,麻生区No.47,集落跡,川崎市麻生区片平1-8ほか,縄文　奈良　平安,菓積台遺跡,百合丘-8,80,139.4993877,35.59960795
14137004800,14137,麻生区No.48,集落跡,川崎市麻生区上麻生4-41,縄文　弥生　古墳　奈良　平安,山口台遺跡群上台遺跡,王禅寺-3,75,139.5020656,35.596593
14137004900,14137,麻生区No.49,集落跡,川崎市麻生区上麻生5-10,縄文,上麻生日光台遺跡,王禅寺-4,81,139.5009155,35.59325687
14137005000,14137,麻生区No.50,集落跡,川崎市麻生区上麻生5-21ほか,縄文　弥生　古墳　奈良　平安,大ヶ谷戸遺跡,王禅寺-5,81,139.5001773,35.59131655
14137005100,14137,麻生区No.51,散布地,川崎市麻生区王禅寺西7-17,弥生,,王禅寺-1,76,139.5048122,35.58627708
14137005200,14137,麻生区No.52,横穴墓,川崎市麻生区王禅寺1857ほか,古墳,王禅寺白山横穴墓群,王禅寺-2,76,139.5075783,35.5852252
14137005300,14137,麻生区No.53,古墳,川崎市麻生区下麻生1094,古墳,下麻生古墳群,早野-9,76,139.508514,35.580406
14137005400,14137,麻生区No.54,散布地,川崎市麻生区王禅寺133ほか,縄文　弥生　古墳　奈良　平安,東柿生小学校北遺跡,早野-10,76,139.510942,35.58036705
14137005500,14137,麻生区No.55,散布地,川崎市麻生区王禅寺24-2,縄文　古墳　奈良　平安,,早野-11,77,139.5129505,35.57968295
14137005600,14137,麻生区No.56,散布地,川崎市麻生区王禅寺183ほか,縄文　弥生　古墳　奈良　平安,,早野-12,77,139.5139118,35.5795573
14137005700,14137,麻生区No.57,散布地,川崎市麻生区王禅寺288,縄文　弥生　古墳　奈良　平安,,早野-1,77,139.5176122,35.57915786
14137005800,14137,麻生区No.58,散布地,川崎市麻生区王禅寺305ほか,縄文　弥生,,早野-2,77,139.5188997,35.57876693
14137005900,14137,麻生区No.59,散布地,川崎市麻生区王禅寺310ほか,縄文,,早野-3,77,139.5185907,35.57826432
14137006000,14137,麻生区No.60,散布地,川崎市麻生区早野28,縄文　弥生　古墳　奈良　平安,,早野-14,77,139.5140588,35.57684022
14137006100,14137,麻生区No.61,散布地,川崎市麻生区王禅寺94ほか,縄文　弥生　古墳　奈良　平安 中世,東柿生小学校内遺跡,早野-13,77,139.5111038,35.57848934
14137006200,14137,麻生区No.62,古墳,川崎市麻生区王禅寺56,古墳,牛塚古墳,早野-21,77,139.5124428,35.57832181
14137006300,14137,麻生区No.63,古墳,川崎市麻生区王禅寺94,古墳,狐塚古墳,早野-15,77,139.5129464,35.57804074
14137006400,14137,麻生区No.64,古墳,川崎市麻生区早野67,古墳,子ノ神神社古墳,早野-16,77,139.512787,35.576031
14137006500,14137,麻生区No.65,散布地,川崎市麻生区早野950ほか,縄文　弥生　古墳　奈良　平安,,早野-5,77,139.5153463,35.57314025
14137006600,14137,麻生区No.66,散布地,川崎市麻生区早野932ほか,縄文　古墳　奈良　平安,,早野-6,77,139.5163591,35.57213495
14137006700,14137,麻生区No.67,横穴墓,川崎市麻生区早野889ほか,古墳,早野横穴墓,早野-4,77,139.5174234,35.57272137
14137006800,14137,麻生区No.68,散布地,川崎市麻生区早野798ほか,旧石器　縄文　弥生　古墳 奈良　平安　中世　近世,早野上ノ原遺跡,早野-7,77,139.5190885,35.57052922
14137006900,14137,麻生区No.69,散布地,川崎市麻生区早野718ほか,奈良　平安,,早野-8,77,139.516531,35.57065724
14137007000,14137,麻生区No.70,散布地,川崎市麻生区早野634ほか,縄文　弥生　古墳　奈良　平安,,鴨志田-1,77,139.515312,35.5685325
14137007100,14137,麻生区No.71,古墳,川崎市麻生区上麻生7-38,縄文　古墳,亀井古墳群,早野-17,77,139.5053325,35.58024354
14137007200,14137,麻生区No.72,散布地,川崎市麻生区上麻生7-41,縄文　弥生　古墳　奈良　平安 中世,,早野-18,77,139.5057273,35.57897306
14137007300,14137,麻生区No.73,散布地,川崎市麻生区上麻生7-27,縄文　弥生　古墳　奈良　平安,,早野-20,77,139.502813,35.58009766
14137007400,14137,麻生区No.74,散布地,川崎市麻生区上麻生7-16,縄文,,早野-19,81,139.501048,35.58193858
14137007500,14137,麻生区No.75,散布地,川崎市麻生区片平3-10ほか,縄文　弥生　古墳　奈良　平安,,片平-1,81,139.492866,35.58983765
14137007600,14137,麻生区No.76,散布地,川崎市麻生区片平4-8ほか,奈良　平安,,片平-2,81,139.4903284,35.59211069
14137007700,14137,麻生区No.77,集落跡,川崎市麻生区片平3-27ほか,縄文,仲町遺跡,片平-3・4,81,139.4886979,35.59103293
14137007800,14137,麻生区No.78,散布地,川崎市麻生区片平4-14ほか,縄文　奈良　平安,,片平-6,80,139.4873738,35.59374742
14137007900,14137,麻生区No.79,散布地,川崎市麻生区片平2014ほか,縄文　奈良　平安,,片平-5,80,139.4860177,35.59522704
14137008000,14137,麻生区No.80,散布地,川崎市麻生区片平1785ほか,縄文　奈良　平安,,片平-7,80,139.4831337,35.59625998
14137008100,14137,麻生区No.81,散布地,川崎市麻生区片平1642ほか,縄文　奈良　平安,桐光学園第ニグラウンド建設予定地内遺跡,五力田-12,80,139.4827657,35.5982679
14137008200,14137,麻生区No.82,集落跡,川崎市麻生区片平1610ほか,縄文　奈良　平安,,片平-8,85,139.4798765,35.59689825
14137008300,14137,麻生区No.83,古墳,川崎市麻生区片平748ほか,古墳,片平富士塚,片平-9,85,139.4798636,35.59672551
14137008400,14137,麻生区No.84,散布地,川崎市麻生区片平1556ほか,縄文　弥生　古墳　奈良　平安,,五力田-10,80,139.4812781,35.60019214
14137008500,14137,麻生区No.85,散布地,川崎市麻生区栗木249ほか,縄文　平安,,五力田-11,85,139.4772033,35.60273241
14137008600,14137,麻生区No.86,散布地,川崎市麻生区栗木227ほか,縄文　奈良　平安,栗木南IV遺跡,五力田-9,85,139.4773235,35.6003038
14137008700,14137,麻生区No.87,散布地,川崎市麻生区栗木3-9ほか,縄文,,栗木-1,85,139.4719676,35.60199267
14137008800,14137,麻生区No.88,散布地,川崎市麻生区栗木3-2ほか,縄文,,栗木-3,85,139.4705257,35.60518887
14137008900,14137,麻生区No.89,散布地,川崎市麻生区栗木2-5ほか,縄文,,栗木-2,85,139.4701995,35.60761733
14137009000,14137,麻生区No.90,集落跡,川崎市麻生区栗木台2-13ほか,縄文,栗木第一遺跡,黒川-8,84,139.4732894,35.61120406
14137009100,14137,麻生区No.91,集落跡,川崎市麻生区南黒川4ほか,縄文,栗木III遺跡,黒川-10,84,139.4713722,35.61250369
14137009200,14137,麻生区No.92,散布地,川崎市麻生区南黒川5ほか,縄文　弥生,,黒川-4,84,139.4722637,35.61336195
14137009300,14137,麻生区No.93,散布地,川崎市麻生区黒川404ほか,縄文　弥生　古墳　奈良　平安,栗木IV遺跡,黒川-3,84,139.4733463,35.61377364
14137009400,14137,麻生区No.94,散布地,川崎市麻生区黒川459ほか,縄文,黒川東第２遺跡,黒川-2,84,139.4744621,35.61688563
14137009500,14137,麻生区No.95,集落跡,川崎市麻生区黒川527ほか,縄文,黒川東遺跡,黒川-1,84,139.4756809,35.61747173
14137009600,14137,麻生区No.96,集落跡,川崎市麻生区黒川692ほか,縄文,黒川地区遺跡群宮添遺跡,黒川-5,84,139.4702564,35.61709495
14137009700,14137,麻生区No.97,集落跡,川崎市麻生区黒川92ほか,縄文,黒川地区遺跡群宮添遺跡,黒川-9,84,139.4687114,35.61602043
14137009800,14137,麻生区No.98,集落跡,川崎市麻生区黒川710ほか,縄文　弥生,黒川地区遺跡群谷ツ遺跡,黒川-6,84,139.4681258,35.61762564
14137009900,14137,麻生区No.99,集落跡,川崎市麻生区黒川1041ほか,縄文,黒川台東遺跡・黒川地区遺跡群No.５遺跡,黒川-11,84,139.4655357,35.61850438
14137010000,14137,麻生区No.100,集落跡,川崎市麻生区黒川1073ほか,縄文,黒川台西遺跡・黒川地区遺跡群No.16遺跡,黒川-12,84,139.4635253,35.61885365
14137010100,14137,麻生区No.101,集落跡,川崎市麻生区黒川936ほか,縄文,黒川地区遺跡群No.３遺跡,黒川-13,83,139.4637656,35.62245383
14137010200,14137,麻生区No.102,散布地,川崎市麻生区黒川1444ほか,縄文,黒川海道遺跡,黒川-7,88,139.4554224,35.61700425
14137010300,14137,麻生区No.103,散布地,川崎市麻生区黒川1649ほか,縄文　弥生　古墳　奈良　平安,,多摩-1,88,139.4530028,35.61764213
14137010400,14137,麻生区No.104,散布地,川崎市麻生区黒川2046ほか,縄文　弥生,,別所-1,89,139.4539792,35.6059385
14137010500,14137,麻生区No.105,散布地 横穴墓,川崎市麻生区岡上526ほか,縄文　弥生　古墳　奈良　平安,,栗ヶ谷戸-1,87,139.476636,35.57984618
14137010600,14137,麻生区No.106,散布地,川崎市麻生区岡上593ほか,奈良　平安,,岡上-8,87,139.4785373,35.57889802
14137010700,14137,麻生区No.107,散布地,川崎市麻生区岡上585ほか,奈良　平安,,岡上-9,87,139.4787776,35.578179
14137010800,14137,麻生区No.108,散布地,川崎市麻生区岡上540,縄文　弥生　古墳　奈良　平安,,栗ヶ谷戸-2,87,139.4767177,35.5778509
14137010900,14137,麻生区No.109,散布地,川崎市麻生区岡上621ほか,弥生　古墳　奈良　平安,,岡上-7,87,139.4799192,35.57888406
14137011000,14137,麻生区No.110,散布地,川崎市麻生区岡上675-1ほか,縄文　弥生　古墳　奈良　平安,岡上丸山遺跡,岡上-6,82,139.4829273,35.57903526
14137011100,14137,麻生区No.111,散布地,川崎市麻生区岡上184ほか,縄文　弥生　古墳　奈良　平安,,岡上-3,81,139.487133,35.58172978
14137011200,14137,麻生区No.112,散布地,川崎市麻生区岡上137ほか,縄文　弥生　古墳　奈良　平安,,岡上-1・2,81,139.4882145,35.58145056
14137011300,14137,麻生区No.113,散布地,川崎市麻生区岡上219ほか,縄文　弥生　古墳　奈良　平安,,岡上-10,81,139.4858799,35.58104569
14137011400,14137,麻生区No.114,社寺跡 集落跡,川崎市麻生区岡上794,縄文　弥生　古墳　奈良　平安,岡上廃寺推定地、岡上栗畑遺跡,岡上-4,82,139.4864464,35.57897942
14137011500,14137,麻生区No.115,散布地,川崎市麻生区岡上815,縄文　弥生　古墳　奈良　平安,,岡上-5,82,139.4845924,35.57673159
14137011600,14137,麻生区No.116,散布地,川崎市麻生区岡上941,縄文,,岡上-11,82,139.4820949,35.57558786
14137011700,14137,麻生区No.117,散布地,川崎市麻生区岡上972ほか,縄文　弥生　奈良　平安,,岡上-12,82,139.4812194,35.57500145
14137011800,14137,麻生区No.118,散布地,川崎市麻生区岡上1330ほか,縄文,,岡上-13,87,139.477872,35.57176217
14137011900,14137,麻生区No.119,散布地,川崎市麻生区岡上1331ほか,弥生　奈良　平安,,栗ヶ谷戸-3,87,139.4760696,35.57180406
14137012000,14137,麻生区No.120,横穴墓,川崎市麻生区上麻生7-16,古墳,麻生台横穴墓群,早野?23,81,139.5016831,35.58290886
14137012100,14137,麻生区No.121,集落跡 板碑,川崎市麻生区向原1-3ほか,縄文　奈良　平安,金程向原遺跡第１地点,細山-23,79,139.500122,35.615639
14137012200,14137,麻生区No.122,集落跡,川崎市麻生区金程3-16ほか,縄文　奈良　平安,金程向原遺跡第２地点,細山-24,79,139.4994581,35.61377295
14137012300,14137,麻生区No.123,散布地,川崎市麻生区百合丘3-21ほか,縄文　奈良　平安,潮見台遺跡Ｆ・Ｇ地点,稗原-11,69,139.5186,35.601406
14137012400,14137,麻生区No.124,集落跡,川崎市麻生区五カ田278ほか,奈良　平安,五力田遺跡,五力田-14,79,139.4867047,35.60723693
14137012500,14137,麻生区No.125,集落跡,川崎市麻生区五カ田300ほか,奈良　平安,五力田遺跡,五力田-15,79,139.4847478,35.60790684
14137012600,14137,麻生区No.126,横穴墓,川崎市麻生区王禅寺1785,古墳,王禅寺白山横穴募群,王禅寺-7,76,139.508144,35.58540689
14137012700,14137,麻生区No.127,横穴墓,川崎市麻生区王禅寺229ほか,古墳,王禅寺寺口横穴墓,早野-22,76,139.5147798,35.57986989
14137012800,14137,麻生区No.128,散布地,川崎市麻生区王禅寺153ほか,奈良　平安,王禅寺入口遺跡,早野-26,77,139.5120137,35.57982964
14137012900,14137,麻生区No.129,横穴墓,川崎市麻生区上麻生7-9,古墳,仲村横穴古墳群１区,早野?24,81,139.5005845,35.58265059
14137013000,14137,麻生区No.130,横穴墓,川崎市麻生区上麻生259-1,古墳,仲村横穴古墳群２区,早野?25,81,139.4998206,35.58148485
14137013100,14137,麻生区No.131,集落跡,川崎市麻生区黒川104ほか,縄文,黒川地区遺跡群No.10遺跡,黒川-14,84,139.4698787,35.61554595
14137013200,14137,麻生区No.132,散布地,川崎市麻生区黒川867ほか,縄文,,黒川-15,83,139.4646926,35.62316548
14137013300,14137,麻生区No.133,集落跡,川崎市麻生区黒川1073ほか,縄文,黒川地区遺跡群No.9遺跡,黒川-16,84,139.4641281,35.6182811
14137013400,14137,麻生区No.134,集落跡,川崎市麻生区黒川936ほか,縄文,黒川地区遺跡群No.11遺跡,黒川-17,84,139.4601834,35.6163597
14137013500,14137,麻生区No.135,集落跡,川崎市麻生区黒川1643ほか,縄文,黒川丸山遺跡,多摩-2,88,139.4536551,35.61726536
14137013600,14137,麻生区No.136,散布地,川崎市麻生区早野765ほか,縄文,,鴨志田-2,77,139.5174921,35.56990089
14137013700,14137,麻生区No.137,集落跡,川崎市麻生区黒川1143ほか,縄文,黒川地区遺跡群No.13遺跡,黒川-18,83,139.4598002,35.62096075
14137013800,14137,麻生区No.138,集落跡,川崎市麻生区黒川1141ほか,縄文,黒川地区遺跡群No.14遺跡,黒川-19,84,139.4600948,35.62002229
14137013900,14137,麻生区No.139,集落跡,川崎市麻生区黒川989ほか,縄文,黒川地区遺跡群No.15遺跡,黒川-20,84,139.4619116,35.61967696
14137014000,14137,麻生区No.140,集落跡,川崎市麻生区黒川1121ほか,縄文,黒川地区遺跡群No.17遺跡,黒川-21,84,139.4614138,35.61868619
14137014100,14137,麻生区No.141,集落跡,川崎市麻生区黒川1155ほか,縄文,黒川地区遺跡群No.18遺跡,黒川-22,84,139.4597386,35.61926419
14137014200,14137,麻生区No.142,集落跡,川崎市麻生区黒川1157ほか,縄文,黒川地区遺跡群No.20遺跡,黒川-23,84,139.4590027,35.61876706
14137014300,14137,麻生区No.143,散布地,川崎市麻生区黒川1236ほか,縄文,黒川地区遺跡群No.23遺跡,黒川-24,88,139.4566338,35.61716227
14137014400,14137,麻生区No.144,集落跡,川崎市麻生区黒川1248ほか,縄文,黒川地区遺跡群No.24・25遺跡,黒川-25,84,139.4589302,35.6167644
14137014500,14137,麻生区No.145,散布地,川崎市麻生区黒川1283ほか,縄文,黒川地区遺跡群No.26遺跡,黒川-26,84,139.4635272,35.61729032
14137014600,14137,麻生区No.146,散布地,川崎市麻生区黒川1273ほか,縄文,黒川地区遺跡群No.27遺跡,黒川-27,84,139.4631703,35.615648
14137014700,14137,麻生区No.147,散布地,川崎市麻生区黒川1300ほか,縄文,黒川地区遺跡群No.28遺跡,黒川-28,84,139.4641257,35.614911
14137014800,14137,麻生区No.148,散布地,川崎市麻生区黒川726ほか,縄文,黒川地区遺跡群No.29遺跡,黒川-29,84,139.4661744,35.61553636
14137015000,14137,麻生区No.150,集落跡,川崎市麻生区片平1600,縄文,金井原遺跡,五力田-16,85,139.4797318,35.59833356
14137015100,14137,麻生区No.151,集落跡,川崎市麻生区向原2-13ほか,縄文　古墳,川崎市麻生区土地区画整理事業地内遺跡,後原-2,79,139.4968832,35.61588019
14137015200,14137,麻生区No.152,やぐら,川崎市麻生区王禅寺371,中世　近世,王禅寺通やぐら遺跡,早野-27,76,139.5164087,35.58179237
14137015300,14137,麻生区No.153,横穴墓,川崎市麻生区上麻生7-23,古墳,亀井横穴墓群,岡上-28,82,139.5018517,35.57937167
14137015400,14137,麻生区No.154,横穴墓,川崎市麻生区下麻生990,古墳,花島横穴墓群,早野-29,76,139.508514,35.580406
14137015500,14137,麻生区No.155,その他の墓,川崎市麻生区岡上744-5,中世,,岡上-14,82,139.4873734,35.5800684
14137015600,14137,麻生区No.156,散布地,川崎市麻生区黒川859,縄文,黒川地区遺跡群No.８遺跡,黒川-30,83,139.4656367,35.62348641
14137015700,14137,麻生区No.157,古墳,川崎市麻生区王禅寺東5-141付近,古墳,王禅寺東古墳,早野-30,76,139.5136514,35.58104497
14137015800,14137,麻生区No.158,散布地,川崎市麻生区黒川2120ほか,縄文　近世,黒川明坪遺跡,別所-2,88,139.4514643,35.61003471
14137015900,14137,麻生区No.159,横穴墓,川崎市麻生区岡上1096,古墳,,—,82,139.4816227,35.57749948
14137016000,14137,麻生区No.160,散布地,川崎市麻生区上麻生7-759ほか,縄文,月讀神社境内遺跡,—,77,139.5049126,35.58040022
14137016100,14137,麻生区No.161,散布地,川崎市宮前区潮見台24,縄文,東百合ヶ丘3丁目遺跡,稗原-5,70,139.5264873,35.59384673
14137016200,14137,麻生区No.162,横穴墓,川崎市麻生区上麻生5-20付近,古墳,上麻生大ヶ谷戸横穴墓群,—,81,139.4998183,35.59193505