"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","近世"
1310901500,13109,"15","おおいかしまいせき","大井鹿島遺跡","品川区 大井五丁目","[縄文時代][古墳時代][奈良時代][近世]","包蔵地・集落","[古墳時代][奈良時代]竪穴式住居跡　[近世]土坑　室状遺構","縄文土器　土師器　須恵器　陶磁器　紡錘車　土錘　釘　煙管　銭貨",139.7301397,35.59667274,"1"
1310902300,13109,"23","しながわだいば（だいいち）いせき","品川台場（第一）遺跡","品川区 東品川五丁目","[近世]","その他（台場）","","",139.7556128,35.6250581,"1"
1310902500,13109,"25","はりまのくにみかづきはんもりけかみやしきあといせき","播磨国三日月藩森家上屋敷跡遺跡","品川区 上大崎三丁目","[近世]","屋敷","[近世]上屋敷跡・上水施設・下水施設等","陶磁器　瓦",139.7164976,35.63288776,"1"
1310902600,13109,"26","じゅしょうじいせき","寿昌寺遺跡","品川区 東五反田三丁目","[近世]","その他の墓","[近世]甕棺墓　木棺墓","常滑甕　土製人形等",139.7301923,35.62916453,"1"
1310902700,13109,"27","みょうこくじきたいせき","妙国寺北遺跡","品川区 南品川二丁目","[近世]","社寺地","砂利採掘坑　石垣　土坑","陶磁器　瓦　鋳型　墓石　仏具",139.7434728,35.61231165,"1"
1310902800,13109,"28","いけだやまいせき","池田山遺跡","品川区 東五反田五丁目","[近世]","屋敷","水路　土坑　ピット","陶磁器　瓦　土器",139.7227202,35.62978169,"1"
1310902900,13109,"29","みなみしながわいしづみごがんいせき","南品川石積護岸遺跡","品川区 南品川一丁目","[近世]","その他（護岸跡）","石積護岸","陶磁器",139.744527,35.61387532,"1"
1311104800,13111,"48","しもぬまべかいづか","下沼部貝塚","大田区 田園調布本町","[縄文時代（早期～晩期）][弥生時代][近世]","集落・貝塚","[縄文時代]住居　集石　炉　炉穴　焼土　[弥生時代]住居　[近世]墓壙","縄文土器　打斧　磨斧　礫器　石槍　石鏃　掻器　石箆　石錘　石皿　磨石　凹石　敲石　石核　剥片　梵字形石器　耳飾　石棒　石剣　岩版　土版　昆虫形土製品　筒形土製品　獣骨　弥生土器　須恵器　埴輪　銭貨　人骨",139.6724802,35.58533812,"1"
1311109001,13111,"90-1","こうみょうじいせき","光明寺遺跡","大田区 鵜の木一丁目","[旧石器時代][縄文時代（早期）][弥生時代][古墳時代][奈良時代][中世][近世]","集落・その他（墓地）","[旧石器時代]石器集中　礫群　[縄文時代]陥し穴　[弥生時代]住居　方形周溝墓　[中世][近世]竪穴状遺構　墓地　集石土坑　集石","石器　礫　縄文土器　弥生土器　陶磁器　蔵骨器　板碑",139.684314,35.57385397,"1"
1311111000,13111,"110","さくらばしふきんいせき","桜橋付近遺跡","大田区 田園調布本町","[縄文時代（草創期～前期）][弥生時代（後期）][近世]","集落","[縄文時代]住居跡　土坑　[弥生時代]住居跡　土坑　[近世]竪穴状遺構　土坑","縄文土器　縄文石器　弥生土器",139.6744099,35.58633184,"1"
1311111901,13111,"119-1","ほんもんじきゅうごじゅうのとうあと","本門寺旧五重塔跡","大田区 池上一丁目","[近世]","社寺","","",139.7053013,35.57844868,"1"
1311111902,13111,"119-2","ほんもんじきゅうきょうぞうあと","本門寺旧経蔵跡","大田区 池上一丁目","[近世]","社寺","","",139.7047434,35.57911185,"1"
1311117200,13111,"172","いけがみにちょうめ1ばんいせき","池上二丁目1番遺跡","大田区 池上二丁目","[縄文時代（前期）][中世][近世]","包蔵地","[縄文時代]炉穴　[近世]供養塔　石組　石畳","縄文土器　カワラケ　蔵骨器　甕棺　板碑　石塔　経石",139.7038385,35.58116395,"1"
1311200100,13112,"1","からすやまいせき","烏山遺跡","世田谷区 北烏山六丁目　 北烏山七丁目　 北烏山八丁目　 北烏山九丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][近世]","集落","ピット　陥穴　円形土坑　溝　畝　道路","縄文土器　石器　土師器　石墨　陶磁器　銭貨　煙管",139.59153,35.67412332,"1"
1311200300,13112,"3","そしがやおおみちきたいせき","祖師谷大道北遺跡","世田谷区 上祖師谷六丁目　上祖師谷七丁目　給田一丁目","[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック　[縄文時代]住居　竪穴　[古墳時代]住居　[中世][近世]井戸　地下式土坑　[時期不明]ピット　溝","ナイフ形石器　削器　縄文土器　石器　土師器　鉄鏃　陶器　カワラケ　土師質土器　羽釜　内耳鍋　鉄片　石臼　板碑　漆器　桶",139.596436,35.659981,"1"
1311200500,13112,"5","めぐりさわきたいせき","廻沢北遺跡","世田谷区 船橋七丁目　 千歳台四丁目","[旧石器時代][縄文時代（早期～後期）][近世]","集落","[旧石器時代]ブロック　[縄文時代]住居　集石土坑　土坑　土壙　[近世]溝","ナイフ形石器　尖頭器　細石刃　細石刃核　掻器　削器　彫器　錐　斧形石器　敲石　石核　縄文土器　土製品　陶磁器　和釘　玩具",139.6152536,35.65838154,"1"
1311200600,13112,"6","とうがくいんいせき","東覚院遺跡","世田谷区 千歳台四丁目　 千歳台五丁目","[中世][近世]","包蔵地","[中世]地下式土壙","朱塗土器　板碑",139.6124427,35.65667294,"1"
1311200700,13112,"7","つりがねいけきたいせき","釣鐘池北遺跡","世田谷区 上祖師谷三丁目　 祖師谷六丁目","[縄文時代（早期～晩期）][平安時代][中世][近世]","集落","[縄文時代]住居　集石土坑　土坑　ピット　[平安時代][中世][近世]竪穴　ピット　土坑　溝　炭窯","縄文土器　打斧　磨斧　石鏃　土製円板　大珠　土師器　須恵器　土師質土器　陶磁器　カワラケ　銭貨",139.6035377,35.65423201,"1"
1311200900,13112,"9","きぬたちゅうがっこういせき","砧中学校遺跡","世田谷区 成城一丁目　 成城三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][近世]","集落","[縄文時代]住居址　土坑　集石　ピット　礫群　[弥生時代]住居址　[古墳時代]住居址　古墳周溝　[古（以降）]集石土坑　土坑　ピット　溝　[近世]竪穴　土坑　ピット　溝","（縄文）縄文土器・石器　（弥生）土器、　（古墳）土師器・須恵器・石器・刀子　（近世）陶器",139.6006734,35.63379948,"1"
1311201800,13112,"18","しものしんめいいせき","下神明遺跡","世田谷区 成城一丁目　成城三丁目","[旧石器時代][縄文時代（早期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック　ブロック　礫群　[縄文時代]土坑　ピット　土坑　[古墳時代]住居址　[平安時代]住居址　[近世]溝　土坑　ピット　溝","（旧石器）石器・剥片　（縄文）縄文土器・石器　（古墳）土師器・石器　（平安）土師器・須恵器・砥石　（近世）煙管",139.5990011,35.63509307,"1"
1311201900,13112,"19","かみのしんめいいせき","上神明遺跡","世田谷区 成城四丁目　 成城五丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][中世][近世]","集落","[縄文時代]住居　土坑　[弥生時代][古墳時代]住居　ピット群　方形周溝墓","石器　縄文土器　弥生土器　土師器　須恵器　鉄製品　土製品",139.5923661,35.6414265,"1"
1311202300,13112,"23","みやのはらいせき","宮之原遺跡","世田谷区 喜多見四丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]集石　[弥生時代]住居　[古墳時代]住居","縄文土器　石器　弥生土器　土師器　須恵器　灰釉陶器　鉄鏃　刀子　鉄製農工具　土師質土器　瓦　砥石　土器片錘　土錘",139.5935426,35.62879711,"1"
1311205200,13112,"52","どうがやといせき","堂ヶ谷戸遺跡","世田谷区 岡本一丁目　 岡本二丁目　 岡本三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　集石土坑　土坑　ピット　[弥生時代][古墳時代][奈良時代][平安時代]住居　竪穴　[近世]溝","石器　縄文土器　弥生土器　土製品　土師器　須恵器　鉄製品　銅鏃　玉類　陶磁器　砥石　煙管",139.620575,35.624981,"1"
1311205300,13112,"53","はちまんやまいせき","八幡山遺跡","世田谷区 八幡山一丁目　 八幡山二丁目","[縄文時代（早期～後期）][中世][近世]","集落","[縄文時代]住居　[近世]竪穴　井戸　炭窯","縄文土器　石器　石皿　台石　砥石　土錘　陶器　瓦　砥石　石臼　鉄製品",139.62178,35.660549,"1"
1311205800,13112,"58","むかいやまいせき","向山遺跡","世田谷区 桜上水三丁目","[旧石器時代][縄文時代（中期）][中世][近世]","集落","[縄文時代]住居　竪穴　土坑　ピット　[中世]井戸　溝","",139.633484,35.660751,"1"
1311206200,13112,"62","あらいいせき","新井遺跡","世田谷区 赤堤一丁目","[縄文時代（早期・中期）][近世]","集落","[近世]溝","縄文土器　石器",139.641525,35.655247,"1"
1311206400,13112,"64","まえやといせき・あかつつみじんやあと","前谷戸遺跡・赤堤陣屋跡","世田谷区 赤堤一丁目　 赤堤二丁目　 豪徳寺一丁目","[旧石器時代][縄文時代（中期）][弥生時代][近世]","包蔵地・その他（陣屋）","","石器　縄文土器　弥生土器",139.641525,35.655247,"1"
1311206600,13112,"66","うしろやといせき","後谷戸遺跡","世田谷区 赤堤三丁目","[縄文時代（中期）][弥生時代][近世]","集落","[近世]溝","縄文土器　陶磁器　土師質土器　弥生土器",139.638824,35.658394,"1"
1311207000,13112,"70","ねづやまいせき","根津山遺跡","世田谷区 代田四丁目 松原六丁目","[旧石器時代][縄文時代（草創期～中期）][近世]","集落","","",139.6555,35.65914,"1"
1311207500,13112,"75","めいだいまええきいせき","明大前駅遺跡","世田谷区 松原一丁目","[縄文時代（後期）][近世]","集落","[縄文時代]竪穴 土坑 ピット [近世]井戸","縄文土器 石器",139.6512,35.66923,"1"
1311207600,13112,"76","まつばらはねぎどおりいせき","松原羽根木通遺跡","世田谷区 羽根木二丁目 松原一丁目 松原五丁目","[縄文時代（早期～晩期）][近世]","集落","[縄文時代]住居 掘立柱建物 竪穴 炉 焼土 土坑 ピット [近世]建物 溝","尖頭器 縄文土器 石器 石製品 陶磁器",139.6543,35.66495,"1"
1311208500,13112,"85","たもんやまいせき・みしゅくじょうあと","多聞山遺跡・三宿城跡","世田谷区 三宿二丁目","[縄文時代（早期～後期）][古墳時代][中世][近世]","集落 城館","[縄文時代]炉 土坑 [古墳時代]住居 [中世]溝","縄文土器 石器 土師器 炭化物",139.6755,35.65216,"1"
1311209600,13112,"96","じゃくずれいせき","蛇崩遺跡","世田谷区 下馬一丁目 池尻一丁目","[旧石器時代][縄文時代（早期～中期）][近世]","集落","[縄文時代]住居 集石 屋外炉 炉穴 土坑 [近世]溝","縄文土器 打斧 磨斧 土錘 土偶 土製品 陶磁器 銭貨",139.6846,35.6413,"1"
1311210500,13112,"105","せたいせき・せたじょうせき","瀬田遺跡・瀬田城跡","世田谷区 瀬田一丁目 瀬田二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・城館","[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 ピット [弥生時代～古墳時代]住居 [奈良～平安時代]住居 [近世]ピット 土坑 井戸 溝 配石","石器 縄文土器 石器 礫 けつ状耳飾 弥生土器 土師器 須恵器 陶器 灰釉陶器 土製品 陶磁器",139.6318,35.61599,"1"
1311210700,13112,"107","しもやまいせき","下山遺跡","世田谷区 瀬田四丁目 瀬田五丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]住居 集石 炉穴 土坑 ピット [弥生時代]環濠 住居 方形周溝墓 墓壙 甕棺 溝状遺構 [古墳時代]住居 円形周溝墓 [奈良時代][平安時代]住居","ナイフ形石器 尖頭器 礫器 縄文土器 打斧 石鏃 土錘 けつ状耳飾 弥生土器 抉入石斧 石包丁 石皿 土師器 須恵器 土製紡錘車 土製勾玉 ソロバン玉状土製品 石櫃 陶磁器 カワラケ 瓦質土器 煙管 銭貨",139.6244,35.62158,"1"
1311211100,13112,"111","しょうげんづか（にしおか2ごうふん）","将監塚（西岡2号墳）","世田谷区 瀬田四丁目","[中世][近世]","塚","","",139.6283,35.61972,"1"
1311211200,13112,"112","しもやまきたいせき","下山北遺跡","世田谷区 岡本一丁目","[旧石器時代][縄文時代（早期～前期）][弥生時代][古墳時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代]住居 溝 [古墳時代]住居 [中世]掘立柱建物 井戸 [近世]建物 門","石器 縄文土器 石器 弥生土器 土師器 ガラス玉",139.6227,35.62252,"1"
1311211700,13112,"117","かまがやいせき","鎌ヶ谷遺跡","世田谷区 瀬田一丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]土坑 ピット [弥生時代][古墳時代]V字溝 溝状遺構","縄文土器 石器 弥生土器 土師器 須恵器 陶器",139.6336,35.6134,"1"
1311212100,13112,"121","やがわうえいせき","谷川上遺跡","世田谷区 野毛一丁目","[旧石器時代][縄文時代（中期）][古墳時代][中世][近世]","集落","[縄文時代]住居 ピット [中世][近世]竪穴土坑 溝","縄文土器 石器 土師器 陶磁器",139.6451,35.60425,"1"
1311212300,13112,"123","しものげいせき","下野毛遺跡","世田谷区 野毛一丁目 野毛二丁目","[旧石器時代][縄文時代（早期～後期）][中世][近世]","集落","[縄文時代]住居 集石 炉 土坑","縄文土器 石器 剥片 礫 陶器",139.6424,35.60424,"1"
1311214300,13112,"143","すわやまいせき","諏訪山遺跡","世田谷区 奥沢一丁目 奥沢三丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][平安時代][中世][近世]","集落","[縄文時代]住居 竪穴 集石 集石土坑 焼土 土坑 ピット [平安時代]土坑 火葬墓 [中世]焼土 溝 [近世]溝","縄文土器 石器 土錘 耳栓 土製品 礫 土師器 須恵器 土師質土器 陶器 陶磁器 鉄板 人骨",139.6748,35.60334,"1"
1311214500,13112,"145","おくさわだいいせき","奥沢台遺跡","世田谷区 奥沢六丁目 玉川田園調布二丁目","[旧石器時代][縄文時代（前期～後期）][弥生時代（後期）][古墳時代][近世]","集落","[縄文時代]住居 竪穴 炉 屋外炉 土坑 ピット [弥生時代]住居 [古墳時代]竪穴 [近世]ピット 土坑 井戸 溝","縄文土器 石器 けつ状耳飾 石棒 石製品 土製品 礫 弥生土器 陶磁器",139.6635,35.6037,"1"
1311215900,13112,"159","きたみじんやいせき","喜多見陣屋遺跡","世田谷区 喜多見一丁目 喜多見三丁目 喜多見四丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 炉穴 土坑 [弥生時代]住居 溝 [古墳時代]住居 竪穴 方形周溝墓 周溝 棺 墓壙 [奈良～平安時代]住居 地下式土坑 [中世～近世]掘立柱建物 ピット 礎石 土坑 井戸 溝 堀 池","石器 縄文土器 弥生土器 土師器 須恵器 埴輪 臼玉 ガラス玉 灰釉 緑釉 陶磁器 土師質土器 鉄製品 鉄鏃 釘 茶臼 羽口 瓦 板碑 銭貨 胞衣容器 人骨 灰釉陶器 円筒埴輪 土製品 鉱滓",139.5966,35.6261,"1"
1311219600,13112,"196","あんどうけはかあと","安藤家墓跡","世田谷区 大蔵一丁目","[近世]","墓地","[近世]墓壙6","釘 木片 銭貨 人骨",139.617511,35.63322982,"1"
1311220100,13112,"201","きへいやまいせき","騎兵山遺跡","世田谷区 池尻四丁目","[縄文時代（早期・中期）][古墳時代][近世][近代]","集落","[縄文時代]炉穴 住居 ピット [古墳時代]住居 [近世]建物基礎","縄文土器 陶磁器",139.679939,35.65312672,"1"
1311220200,13112,"202","しんがんじふじづかいせき","森厳寺富士塚遺跡","世田谷区 代沢三丁目","[近世]","塚","","",139.6682249,35.65709041,"1"
1311220300,13112,"203","だいたくりはらいせき","代田栗原遺跡","世田谷区 代田三丁目","[縄文時代][古墳時代][近世]","包蔵地","","縄文土器 石器 土師器 板碑",139.6583617,35.65471759,"1"
1311220400,13112,"204","くりはらづか","栗原塚","世田谷区 代田三丁目","[近世]","その他（塚）","","",139.6560271,35.65329485,"1"
1311220900,13112,"209","せきやづか","関屋塚","世田谷区 桜新町一丁目","[中世][近世]","塚","","銭貨",139.6405734,35.62920097,"1"
1311221000,13112,"210","ながさきづかいせき","長崎塚遺跡","世田谷区 桜新町一丁目","[中世][近世]","その他（塚）","","陶磁器",139.641466,35.62864286,"1"
1311221200,13112,"212","せんぶづかいせき","千部塚遺跡","世田谷区 深沢五丁目","[中世][近世]","その他（塚）","","土師器",139.6508388,35.62021492,"1"
1311223200,13112,"232","まつばいせき","松場遺跡","世田谷区 喜多見八丁目","[古墳時代][近世]","包蔵地","","土師器 カワラケ",139.5891994,35.63644473,"1"
1311223300,13112,"233","みしまのやしき・しもがくとうみなみいせき","三島野屋敷・下覚東南遺跡","世田谷区 喜多見九丁目","[縄文時代（草創期～中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","","縄文土器 弥生土器 土師器 陶磁器",139.585719,35.64107299,"1"
1311223500,13112,"235","あいのはら","相之原遺跡","世田谷区 喜多見四丁目","[縄文時代（中期）][古墳時代][奈良時代][近世]","集落","[古墳時代]住居 [奈良時代]住居 ピット 土坑 溝 [近世]ピット","縄文土器 土師器 須恵器 鉄鏃 砥石 滑石製臼玉 石製模造品 陶磁器 鉄滓 埴輪 紡錘車",139.5926841,35.63108708,"1"
1311223800,13112,"238","はちまんやまいなりまえいせき","八幡山稲荷前遺跡","世田谷区 八幡山一丁目","[縄文時代（早期・中期）][中世][近世]","集落","[縄文時代]土坑 ピット [中世][近世]溝 井戸 土坑 ピット","縄文土器 石器 土製品 陶磁器 土師質土器 煙管 鉄製石 碁石",139.6198115,35.66199384,"1"
1311223900,13112,"239","かねづか","カネ塚","世田谷区 南烏山二丁目","[中世][近世]","塚","","陶器 石碑",139.6082034,35.66783259,"1"
1311224000,13112,"240","こがやいせき","児ヶ谷遺跡","世田谷区 八幡山三丁目","[中世][近世]","包蔵地","","土師器 陶磁器",139.6136568,35.66900123,"1"
1311224100,13112,"241","まるしたいせき","丸下遺跡","世田谷区 八幡山一丁目 上北沢一丁目","[縄文時代（早期～中期）][近世]","集落","","縄文土器 石器",139.6237425,35.66276092,"1"
1311224200,13112,"242","しんぱちやまいせき","新八山遺跡","世田谷区 上北沢一丁目 桜上水五丁目","[縄文時代（中期）][古墳時代][近世]","集落","[縄文時代]ピット [近世]溝 土坑 ピット","縄文土器 土師器 磁器 石臼 陶磁器",139.6283087,35.66380693,"1"
1311224400,13112,"244","はんだづか","半田塚","世田谷区 松原六丁目","[近世]","塚","","陶磁器",139.648474,35.65996196,"1"
1311224500,13112,"245","いしいどづか","石井土塚","世田谷区 大蔵三丁目","[古墳時代][奈良時代][平安時代][中世][近世]","塚？","方墳","",139.6073487,35.63401113,"1"
1311224700,13112,"247","しものだいせき","下野田遺跡","世田谷区 喜多見五丁目 喜多見六丁目 喜多見七丁目","[縄文時代（早期～晩期）][古墳時代][近世]","包蔵地","","縄文土器 石槍 石器 土師器 陶磁器",139.601044,35.63098942,"1"
1311224800,13112,"248","おかもとはらいせき","岡本原遺跡","世田谷区 岡本一丁目","[縄文時代（早期～中期）][古墳時代][中世][近世]","包蔵地","[古墳時代]溝","縄文土器 土師器 紡錘車 陶磁器",139.620332,35.62631979,"1"
1311225200,13112,"252","まるやまきたいせき","丸山北遺跡","世田谷区 深沢五丁目","[近世]","包蔵地","","陶磁器",139.6466846,35.6185683,"1"
1311225800,13112,"258","むかいのだいせき","向野田遺跡","世田谷区 砧七丁目 砧八丁目","[縄文時代（早期～後期）][古墳時代][近世]","集落","[縄文時代]集石 土坑群 ピット群","縄文土器 石器",139.6044304,35.63911735,"1"
1311226000,13112,"260","かなくそやまいせき","かなくそやま遺跡","世田谷区 喜多見七丁目","[近世]","塚","円形墳丘","陶磁器 羽口 鉄滓",139.5969585,35.62931523,"1"
1311226400,13112,"264","きたみしみずいせき","喜多見清水遺跡","世田谷区 喜多見五丁目","[縄文時代（早期・中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]住居 [中世][近世]土坑 地下式土坑 井戸 溝","縄文土器 土師器 須恵器 土師質土器 陶磁器 石臼 鉄製品",139.6029495,35.62791983,"1"
1311226500,13112,"265","しものだやまいせき","下野田山遺跡","世田谷区 喜多見六丁目","[旧石器時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック","石器 焼礫 土師器 陶器 カワラケ",139.6039245,35.6300624,"1"
