"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","近世"
1320804600,13208,"46","しもふだいせき","下布田遺跡","調布市 布田三丁目 布田六丁目","[縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・古墳","[縄文時代]陥し穴 甕棺墓 土壙墓 埋甕 配石 [平安時代]住居 掘立柱建物 土坑 [奈良時代][平安時代][中世]土坑 土壙墓","縄文土器 石器 耳飾 石剣 石刀 石冠 土偶 土版 土師器 須恵器 墨書土器 石製品 鉄製品 紡錘車 陶磁器 板碑 五輪塔 鉄滓 獣骨",139.5495276,35.64537974,"1"
1320804700,13208,"47","こくりょうみなみいせき","国領南遺跡","調布市 国領町五丁目　 国領町六丁目","[旧石器時代][縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　陥し穴　埋甕　[古墳時代]方形周溝墓　土壙墓　[古墳時代][奈良時代][平安時代]住居　掘立柱建物　溝　[中世]地下式土坑　[近世]土坑　溝","ナイフ形石器　縄文土器　土製品　土師器　須恵器　鉄製品　陶磁器",139.5532333,35.64551589,"1"
1320804800,13208,"48","あげきゅういせき","上ヶ給遺跡","調布市 国領町四丁目　 国領町七丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　炉　貯蔵穴　陥し穴　土坑　[古墳時代]住居　土坑　道路　溝　土師器焼成工房　製鉄工房　[中世][近世]土坑　溝","縄文土器　石器　土師器　須恵器　鉄鎌　刀子　釘　鉄鏃　鉄滓　石製品　羽口　勾玉　管玉　陶磁器",139.5602214,35.6443852,"1"
1320805000,13208,"50","とびたきゅうきたいせき","飛田給北遺跡","調布市 西町　 飛田給一丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][近世]","集落","[旧石器時代]礫群　[縄文時代]土坑　陥穴　[古墳時代]住居　竪穴状遺構　竈　土坑　竪穴住居　[近世]ピット列　土坑　溝","ナイフ形石器　細石刃　掻器　敲石　磨石　石核　剥片　砕片　縄文土器　打斧　礫器　石槍　石皿　磨石　土玉　土師器　須恵器　砥石　帯金具　陶磁器　打製石斧　墨書土器",139.5240667,35.66610443,"1"
1321000800,13210,"8","あらまきいせき","荒牧遺跡","小金井市 貫井南町四丁目","[旧石器時代][縄文時代（前期～後期）][近世]","集落","[縄文時代]住居 土坑 [近世]掘立柱穴列 井戸","石核 剥片 縄文土器 石斧 石鏃 土製円板 陶磁器 鉄製品 板碑",139.4948,35.69673,"1"
1321001200,13210,"12","まえはらいせき","前原遺跡","小金井市 前原町一丁目 前原町二丁目","[旧石器時代][縄文時代（草創期～後期）][近世]","集落","[旧石器時代]礫群 配石 [縄文時代]住居 集石 土坑","ナイフ形石器 尖頭器 剥片 縄文土器 打斧 有舌尖頭器 石鏃 磨石",139.5071,35.69322,"1"
1321001600,13210,"16","しちけんやいせき","七軒家遺跡","小金井市 前原町二丁目","[旧石器時代][縄文時代（草創期～後期）][古墳時代][中世][近世]","包蔵地","[時代不明]土坑 溝状遺構","有舌尖頭器 削器 剥片 縄文土器 打斧 磨石 土師器 陶磁器 カワラケ",139.5142,35.69129,"1"
1321001800,13210,"18","のがわなかすきたいせき","野川中洲北遺跡","小金井市 中町一丁目","[旧石器時代][縄文時代（草創期～早期・後期）][古墳時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 配石 炭化物集中 [縄文時代]住居 集石 土坑 ピット [平安時代]土坑 [中世]掘立柱建物 ピット 土坑 溝 [近世]ピット 土坑","ナイフ形石器 尖頭器 細石刃 打斧 局部磨斧 礫器 縄文土器 打斧 磨斧 石槍 有舌尖頭器 石鏃 石錘 石皿 磨石 敲石 木製品 土師器 刀子 陶磁器",139.5162,35.69313,"1"
1321001900,13210,"19","むさしのこうえんていしっちいせき","武蔵野公園低湿地遺跡","小金井市 東町五丁目","[旧石器時代][縄文時代（前期～後期）][古墳時代][中世][近世]","包蔵地","[時代不明]河道 土坑 丸木橋状遺構","石器 縄文土器 石斧 石鏃 石皿 磨石 木製品 漆塗りくし 土師器 板碑 銭貨 陶磁器",139.5198,35.69087,"1"
1321100300,13211,"3","すずきいせき","鈴木遺跡","小平市 鈴木町 回田町 御幸町","[旧石器時代][縄文時代（前期～中期）][近世]","包蔵地・集落","[旧石器時代]ユニット 礫群 炭化物集中箇所 炉 土坑 [縄文時代]土坑 [近世]水車 水路 暗渠","ナイフ形石器 尖頭器 尖頭状石器 細石刃 台形様石器 掻器 彫器 石斧 礫器 敲石 磨石 台石 石核 縄文土器 打斧 石鏃 陶磁器 鉄製品 簪",139.499,35.71788,"1"
1321401900,13214,"19","むさしこくぶんじあと","武蔵国分寺跡","国分寺市 東元町二丁目 東元町三丁目 東元町四丁目 西元町一丁目 西元町二丁目 西元町三丁目 西元町四丁目 泉町一丁目 泉町二丁目 泉町三丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 [奈良時代][平安時代]住居 掘立柱建物 道路 溝 [中世]門 土坑 地下式横穴","縄文土器 陶磁器 土製品 石製品 鉄製品 青銅製品 瓦 <U+587C>",139.4662512,35.6985094,"1"
1321500101,13215,"10-1","あおやぎこふんぐん","青柳古墳","国立市 青柳","[古墳時代][近世]","古墳・その他の墓","[古墳時代]周溝 横穴式石室? [近世]墓壙","土師器 円筒埴輪 人物埴輪 刀 金環 轡 陶磁器 煙管 銭貨 人骨",139.4238271,35.68127692,"1"
1321500300,13215,"3","なかみねしたいせき","中峰下遺跡","国立市 谷保","[奈良時代][平安時代][中世][近世]","包蔵地","[奈良時代][平安時代]敷石遺構 土坑","主な出土品",139.4362997,35.68335206,"1"
1321500800,13215,"8","みどりかわひがしいせき","緑川東遺跡","国立市 青柳一丁目 青柳三丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][近世]","集落","[旧石器時代]ブロック 礫群 配石 [縄文時代]住居跡 竪穴状遺構 集石 炉穴 土坑 ピット 焼土跡 [奈良時代][平安時代]溝 [近世]溝状遺構 土坑","ナイフ形石器 尖頭器 石核 細石刃核 スクレイパー 縄文土器 打斧 石匙 土偶 打製石斧 有舌尖頭器 石鏃 スタンプ形石器 礫器 扶入磨石 磨石 石皿 石錘 石棒 耳栓 垂飾",139.423645,35.686913,"1"
1321501200,13215,"12","しけんざけいせき","四軒在家遺跡","国立市 矢川三丁目","[旧石器時代][縄文時代（中期）][古墳時代][平安時代][近世]","集落","[縄文時代]敷石住居 住居跡 集石 土坑 ピット 埋設土器[中世][近世]溝状遺構 土坑 柱穴","縄文土器 剥片 円筒埴輪 打製石斧 異形土器（ミニチュア土器） ナイフ形石器 有舌尖頭器 石鏃 掻器 石匙 スタンプ形石器 土師器 坏 須恵器 陶磁器",139.4274159,35.6809353,"1"
1321501300,13215,"13","なんようじいせき","南養寺遺跡","国立市 谷保","[縄文時代（早期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 敷石住居 集石 土坑 ピット [平安時代]住居 土坑 石組遺構 [近世]土坑 井戸 溝状遺構","縄文土器 打斧 磨斧 石鏃 掻器 石匙 石錘 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 土錘 土製円板 石棒 土偶 土師器 須恵器 刀子 羽口 瓦 鉄滓 陶磁器 板碑 銭貨",139.4324542,35.68022068,"1"
1321501500,13215,"15","じょうやまいせき","城山遺跡","国立市 谷保","[縄文時代（早期・中期）][奈良時代][平安時代][中世][近世]","包蔵地","[中世][近世]石組粘土敷土坑 集礫遺構 土坑 ピット 道状遺構","縄文土器 打斧 石皿 土師器 須恵器 瓦 須恵器系土師質土器 陶器 磁器 かわらけ 石臼 砥石 スラグ 石製品",139.436334,35.67944785,"1"
1321501800,13215,"18","えんじょういんあと","円成院跡","国立市 谷保栗原","[近世]","社寺","","",139.4403166,35.67975462,"1"
1321502000,13215,"20","せきいものあと","関鋳物址","国立市 谷保","[中世][近世]","その他（鋳物工房跡）","[中世]周溝 [近世]土坑 [近世]建物址 焼土址 井戸址 溝状遺構 建物址 柱穴","板碑 陶磁器類 銅製品 鉄製品 銭貨 瓦 砥石 石臼 鋳型 鋳型関連遺物 羽口 小型坩堝 スラグ 土製品 鉄滓",139.4455799,35.67939799,"1"
1321502100,13215,"21","ばいりんいせき","梅林遺跡","国立市 谷保","[縄文時代（中期）][奈良時代][平安時代][中世][近世]","包蔵地","[中世]溝状遺構","縄文土器 石斧 土師器 須恵器 鋳型 坩堝 三又状土製品 羽口 陶磁器",139.4453291,35.67894587,"1"
1321502400,13215,"24","やぼとうほういせき","谷保東方遺跡","国立市 谷保","[縄文時代（中期）][古墳時代][平安時代][近世]","集落","[縄文時代]住居 敷石住居 焼土 ピット 埋甕 [古墳時代]土坑 [平安時代]土坑 [近世]溝状遺構","縄文土器 打斧 磨斧 礫器 石鏃 石匙 石皿 磨石 石棒 三角柱状土製品 土師器 陶磁器",139.4500774,35.67593982,"1"
1321800400,13218,"4","ながさわいせき","長沢遺跡","福生市 福生","[縄文時代（前期～後期）]［近世？］","集落","[縄文時代]住居 土坑 配石 [時代不明]敷石遺構","縄文土器 打斧 石槍 石鏃 石匙 石皿 凹石 土製円板 土偶",139.3253133,35.74358422,"1"
1321900200,13219,"2","こあだちまえはらみなみいせき","小足立前原南遺跡","狛江市 西野川三丁目 西野川四丁目 和泉本町四丁目","[弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]住居","弥生土器 土師器 須恵器 陶器",139.5717728,35.64557441,"1"
1321900400,13219,"4","みのわいせき","箕和遺跡","狛江市 西野川二丁目 西野川四丁目","[弥生時代][古墳時代]［奈良時代］[近世]","集落","[縄文時代]土坑 [古墳時代]住居 [奈良時代]住居","弥生土器 土師器 石製模造品 陶器",139.5743992,35.64949422,"1"
1321900500,13219,"5","みのわだ・きたくぼいせき","箕和田・北久保遺跡","狛江市 西野川二丁目 和泉本町三丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[近世]溝状遺構 墓地","縄文土器 弥生土器 土師器 須恵器 陶磁器 鉄製品 銅製品 煙管 銭貨",139.5741074,35.64335636,"1"
1321900600,13219,"6","がくとうほんむらいせき","覚東本村遺跡","狛江市 西野川一丁目","[古墳時代][奈良時代][平安時代][近世]","包蔵地","","土師器 陶器",139.5765449,35.64579761,"1"
1321900700,13219,"7","こあだちなかむらきたいせき","小足立中村北遺跡","狛江市 東野川二丁目 東野川三丁目 西野川一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","集落","[奈良時代][平安時代]住居 [近世]建物 竪穴状遺構 土坑 井戸 溝 集石","縄文土器 石斧 石鏃 砥石 土師器 須恵器 陶磁器 硯 釘 木製品 銭貨",139.578934,35.644489,"1"
1321901000,13219,"10","みつおさひがしいせき","三長東遺跡","狛江市 東野川三丁目 東野川四丁目","[古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]住居 [時代不明]溝","土師器 須恵器 磁器 擂鉢 ホウロク カワラケ",139.5850765,35.64468162,"1"
1321901200,13219,"12","がくとうみしまなかいせき","覚東三島中遺跡","狛江市 東野川一丁目","[奈良時代][平安時代][近世]","包蔵地","","土師器 須恵器 陶磁器 ホウロク カワラケ",139.5831024,35.64261699,"1"
1321901500,13219,"15","きたくぼひがしいせき","北久保東遺跡","狛江市 和泉本町二丁目","[近世]","包蔵地","","陶器 カワラケ",139.5779354,35.64270069,"1"
1321901800,13219,"18","はらきたいせき","原北遺跡","狛江市 和泉本町一丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]住居","縄文土器 弥生土器 土師器 須恵器 陶器 カワラケ",139.5774313,35.63893222,"1"
1321902000,13219,"20","はらみなみいせき","原南遺跡","狛江市 和泉本町一丁目","[縄文時代][奈良時代][平安時代][近世]","集落","[時代不明]住居 掘立柱建物","縄文土器 土師器 須恵器 陶器",139.5784269,35.63628148,"1"
1321902100,13219,"21","しゅくやしききたいせき","宿屋敷北遺跡","狛江市 岩戸北一丁目","[古墳時代][近世]","包蔵地","","土師器 陶器",139.5812533,35.63736093,"1"
1321902200,13219,"22","しゅくやしきにしいせき","宿屋敷西遺跡","狛江市 岩戸北一丁目 岩戸北三丁目","[縄文時代（中期）][古墳時代][奈良時代][近世]","集落","[縄文時代]土坑 [古墳時代]住居","縄文土器 土師器 須恵器 陶器",139.5809614,35.63543563,"1"
1321902300,13219,"23","しゅくやしきひがしいせき","宿屋敷東遺跡","狛江市 岩戸北一丁目 岩戸北三丁目","[弥生時代][古墳時代][近世]","包蔵地","[中世][近世]竪穴状遺構 [時代不明]溝","弥生土器 土師器 須恵器 陶器",139.5834677,35.63511474,"1"
1321902700,13219,"27","まつばきたいせき","松場北遺跡","狛江市 岩戸北四丁目","[古墳時代][近世]","包蔵地","","土師器 陶器",139.58657,35.63511149,"1"
1321902900,13219,"29","ふるやしき・あいのはらいせき","古屋敷・相之原遺跡","狛江市 岩戸南二丁目 岩戸南三丁目","[縄文時代（草創期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[弥生時代]住居 [古墳時代][奈良時代][平安時代]住居 [時代不明]土師器窯 土坑","縄文土器 有舌尖頭器 石鏃 弥生土器 土師器 須恵器 鉄鎌 鉄鏃 刀子 石製模造品 陶磁器",139.5904667,35.62996028,"1"
1321903600,13219,"36","てらまえひがしいせき","寺前東遺跡","狛江市 東和泉一丁目 東和泉二丁目 猪方一丁目","[縄文時代（早期～前期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 [平安時代]住居 [時代不明]掘立柱建物 土坑 溝状遺構","縄文土器 打斧 石鏃 石皿 磨石 弥生土器 土師器 須恵器 陶器 カワラケ 釘 銭貨",139.5796233,35.62964658,"1"
1321903701,13219,"37-1","くぼ・まえはらいせき","久保・前原遺跡","狛江市 東和泉二丁目 猪方三丁目","[古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]周溝 [奈良時代][平安時代]住居 [時代不明]掘立柱建物 土坑","土師器 須恵器 陶器 鉄製品",139.5781127,35.62741413,"1"
1321904000,13219,"40","たなか・てらまえいせき","田中・寺前遺跡","狛江市 東和泉一丁目 東和泉二丁目 元和泉一丁目 元和泉二丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石土坑 [古墳時代][奈良時代]住居 [近世]井戸 [時代不明]掘立柱建物 周溝状遺構","縄文土器 打斧 土師器 須恵器 陶磁器",139.5750064,35.63116728,"1"
1321904201,13219,"42-1","べんてんいけいせき","弁財天池遺跡","狛江市 中和泉一丁目","[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代][古墳時代]方形周溝墓 [古墳時代][奈良時代]住居 [奈良時代][平安時代]掘立柱建物 [中世][近世]土坑","ナイフ形石器 尖頭器 細石刃 縄文土器 打斧 石鏃 石皿 土製円板 石棒 弥生土器 槍先形鉄製品 鉄釧 銅釧 土師器 須恵器 紡錘車 銀製穂積具",139.575899,35.63310663,"1"
1321904300,13219,"43","いずみだぐらいせき","和泉駄倉遺跡","狛江市 東和泉一丁目","[縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]住居 [弥生時代][古墳時代]住居 [奈良時代][平安時代]住居 掘立柱建物","縄文土器 弥生土器 土師器 須恵器 陶磁器",139.5794181,35.6316277,"1"
1321904401,13219,"44-1","だぐらづかこふん","駄倉塚古墳","狛江市 中和泉一丁目","[縄文時代（中期）][古墳時代][中世][近世]","包蔵地・古墳","円墳","円筒埴輪",139.5778903,35.63406932,"1"
1321904900,13219,"49","まつばらひがしいせき","松原東遺跡","狛江市 中和泉一丁目","[奈良時代][平安時代][近世]","集落","[古墳時代][平安時代]住居 [奈良時代][平安時代]掘立柱建物","土師器 須恵器 陶器",139.574354,35.63496223,"1"
1321905000,13219,"50","きょうづかいせき","経塚遺跡","狛江市 中和泉一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]［中世］[近世]","集落","[縄文時代][古墳時代]住居 [奈良時代][平安時代]住居 [中世][近世]ビット群","縄文土器 石鏃 土師器 須恵器 鉄製品 陶器 カワラケ",139.574354,35.63372052,"1"
1321905400,13219,"54","はしばいせき","橋場遺跡","狛江市 元和泉二丁目 中和泉三丁目","[縄文時代（中期）][古墳時代][近世]","集落","[古墳時代]住居","縄文土器 土師器 須恵器 土製模造品 陶器 カワラケ",139.569778,35.632286,"1"
1321905600,13219,"56","みやまえいせき","宮前遺跡","狛江市 中和泉一丁目 中和泉二丁目 中和泉三丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][近世]","集落","[古墳時代]住居","縄文土器 弥生土器 土師器 須恵器 カワラケ",139.570732,35.63620392,"1"
1321905900,13219,"59","まつばらいせき","松原遺跡","狛江市 中和泉一丁目 中和泉二丁目 和泉本町一丁目 和泉本町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","","縄文土器 土師器 須恵器 陶器 カワラケ",139.5733241,35.63785018,"1"
1321906000,13219,"60","ふじづかいせき","藤塚遺跡","狛江市 和泉本町四丁目","[古墳時代][平安時代][近世]","包蔵地","","土師器 陶器",139.5714705,35.6415338,"1"
1321906200,13219,"62","いなりまえいせき","稲荷前遺跡","狛江市 中和泉五丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","","縄文土器 土師器 須恵器 陶器 カワラケ",139.5664751,35.64206392,"1"
1321906300,13219,"63","おばらいせき","小原遺跡","狛江市 中和泉二丁目 中和泉五丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","","縄文土器 土師器 須恵器 陶器",139.5680071,35.63953211,"1"
1321906400,13219,"64","いりうえきたいせき","圦上北遺跡","狛江市 中和泉三丁目 中和泉四丁目","[縄文時代（中期）][古墳時代][奈良時代][近世]","集落","[古墳時代][奈良時代]住居","縄文土器 土師器 須恵器 陶器 墓石",139.5668685,35.63716992,"1"
1321906800,13219,"68","ぎょくせんじまえいせき","玉泉寺前遺跡","狛江市 東和泉四丁目","[中世][近世]","包蔵地・その他の墓・その他（溝）","[中世][近世]土","",139.5732031,35.62731646,"1"
1322700700,13227,"7","かじいせき","鍛冶遺跡","羽村市 五ノ神一丁目","[中世][近世]","鍛冶工房跡","[近世]炉","鞴 鉄製品 鋳型 鉄滓 泥人形 銭貨",139.3179658,35.75912053,"1"
1322900100,13229,"1","きたみやのわきいせき","北宮ノ脇遺跡","西東京市 北町五丁目","[旧石器時代][縄文時代(早期・中期)][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]土坑 ピット 焼土跡 [近世]溝","石器 剥片 焼礫 縄文土器 陶磁器",139.5624,35.75549,"1"
1322900500,13229,"5","みなみいりきょうづか","南入経塚","西東京市 住吉町五丁目","[近世]","その他（経塚）","形態（円錐台形状） 1基 [近世]墳丘","",139.5582,35.74704,"1"
1322900700,13229,"7","したのやいせき","下野谷遺跡","西東京市 東伏見二丁目 東伏見三丁目 東伏見六丁目","[旧石器時代][縄文時代(早期～後期)][弥生時代（後期）][古墳時代][平安時代][近世]","集落","[旧石器時代]ブロック 礫群 炭化物集中 [縄文時代]住居跡 掘立柱建物跡 竪穴 炉穴 陥し穴 集石土坑 土坑 ピット ピット列 埋設土器 [近世]竪穴 溝 道路 集石 配石 柵列 土坑 硬化面 畑 ピット","石器 剥片 焼礫 縄文土器 土錘 土製円盤 垂飾 耳栓 炭化物 矢柄研磨器 砥石 陶磁器 土師質土器 瓦質土器 銭貨 煙管 須恵器 管状土錘 土鈴 刀子 釘 弥生土器 土師器",139.5611,35.7257,"1"
1322900800,13229,"8","さかしたいせき","坂下遺跡","西東京市 東伏見五丁目 柳沢二丁目","[旧石器時代][縄文時代(早期～中期)][平安時代][近世]","集落","[旧石器時代]礫群 ブロック 炭化物集中 土坑 [縄文時代]土坑 ピット [平安時代]住居跡 [近世]溝 土坑 ピット","石器 剥片 焼礫 縄文土器 粘土塊 土師器 須恵器 陶磁器 土師質土器 瓦質土器 銭貨 煙管 石臼",139.5576,35.72376,"1"
1322901100,13229,"11","しもやぎさわいせき","下柳沢遺跡","西東京市 東伏見二丁目 東伏見三丁目","[旧石器時代][縄文時代(草創期～後期)][中世][近世]","集落・その他の墓","[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 ピット [中]井戸 地下式土坑 [近世]土坑 井戸 溝 水車 畑 水田","縄文土器 石器 剥片 焼礫 陶磁器 土師質土器 瓦質土器 茶臼 板碑 銭貨",139.5642,35.72665,"1"
1322901600,13229,"16","たなしみなみちょういせき","田無南町遺跡","西東京市 南町五丁目","[旧石器時代][縄文時代(草創期～早期)][近世]","包蔵地","[旧石器時代]ブロック 礫群 [縄文時代]陥し穴 [近世]溝","ナイフ形石器 細石刃 掻器 削器 彫器 局部磨製石斧 敲石 磨石 縄文土器 打斧 石槍 石鏃 陶磁器 瓦 煙管 泥面子",139.5344,35.72371,"1"
1330301100,13303,"11","","瑞穂町№11遺跡","瑞穂町 石畑","[中世][近世]","","","陶器",139.3606657,35.76982462,"1"
1330301300,13303,"13","たきたいせき","滝田遺跡","瑞穂町 殿ヶ谷","[中世][近世]","","","土師質土器",139.3635964,35.77244973,"1"
1330301600,13303,"16","","瑞穂町№16遺跡","瑞穂町 殿ヶ谷","[中世][近世]","","","",139.3652652,35.76712181,"1"
1330301800,13303,"18","","瑞穂町№18遺跡","瑞穂町 駒形富士山","[中世][近世]","地下式横穴","","",139.3627437,35.79052622,"1"
1330302100,13303,"21","いしはたさやまみねいせき","石畑狭山嶺遺跡","瑞穂町 石畑","[縄文時代（前期～中期）][奈良時代][平安時代][近世]","包蔵地","[縄文時代]集石 土坑","縄文土器 打斧 礫器 石槍 石鏃 掻器 ピエス・エスキーユ トランシェ様石器 石皿 磨石 凹石 敲石 須恵器 陶磁器 素焼土器 擂鉢 砥石",139.3649965,35.77744102,"1"
