JASID,経度,緯度
1311206800,139.6633,35.65531
1311207000,139.6555,35.65914
1311207200,139.6592,35.66143
1311207300,139.6628,35.66686
1311207400,139.6617,35.66532
1311207500,139.6512,35.66923
1311207600,139.6543,35.66495
1311207700,139.6511,35.66374
1311207800,139.6533,35.65788
1311207900,139.6581,35.66298
1311208000,139.6273,35.66404
1311208100,139.6566,35.66301
1311208200,139.672,35.66532
1311208300,139.6664,35.66835
1311208400,139.6736,35.65812
1311208500,139.6755,35.65216
1311208600,139.6412,35.64488
1311208700,139.6439,35.64958
1311208800,139.6476,35.64749
1311208900,139.6485,35.64927
1311209000,139.647,35.64023
1311209100,139.6526,35.64828
1311209200,139.6409,35.63985
1311209400,139.6578,35.64457
1311209500,139.6484,35.635